Parent Path,Name,Href,URL,Is External,ms.author,ms.topic,description,pivot,pivot_groups,hub-only,file_found,has_tabs,tab_count,tab_formats,has_images,image_count,image_formats,portal_steps
Agent Service > Getting started,Environment setup,ai-foundry/agents/environment-setup.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/environment-setup.md,False,aahi,how-to,Use this guide to set up your agent environment,,,False,True,False,0,,True,4,"content, .png, content",True
Agent Service > Getting started,Quickstart,ai-foundry/agents/quickstart.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/quickstart.md,False,aahi,quickstart,Use this guide to start using Azure AI Foundry Agent Service.,agents-quickstart,"ai-foundry-portal, programming-language-csharp, programming-language-python-azure, programming-language-typescript, rest-api",False,True,False,0,,False,0,,False
Agent Service > Getting started,Quotas and limits,ai-foundry/agents/quotas-limits.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/quotas-limits.md,False,aahi,conceptual,Learn about the quotas and limits for when you use Azure AI Foundry Agent Service.,,,False,True,False,0,,False,0,,False
Agent Service > Getting started,Model and region support,ai-foundry/agents/concepts/model-region-support.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/concepts/model-region-support.md,False,aahi,conceptual,Learn about the models you can use with Azure AI Foundry Agent Service.,,,False,True,True,4,"standard, ptu-global, ptu, global-standard",False,0,,False
Agent Service > Getting started,Pricing,https://azure.microsoft.com/pricing/details/ai-foundry/,https://azure.microsoft.com/pricing/details/ai-foundry/,True,,,,,,False,False,False,0,,False,0,,False
Agent Service > Concepts,"Threads, runs, and messages",ai-foundry/agents/concepts/threads-runs-messages.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/concepts/threads-runs-messages.md,False,aahi,conceptual,Learn about the components used in the Azure AI Foundry Agent Service.,,,False,True,False,0,,True,1,"content, .png",False
Agent Service > Concepts,Standard agent setup,ai-foundry/agents/concepts/standard-agent-setup.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/concepts/standard-agent-setup.md,False,fosteramanda,conceptual,Learn about the enterprise features of the standard setup,,,False,True,False,0,,False,0,,True
Agent Service > Concepts > Tools,Tool Overview,ai-foundry/agents/how-to/tools/overview.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/overview.md,False,aahi,how-to,Learn how to use the various tools available in the Azure AI Foundry Agent Service.,,,False,True,False,0,,False,0,,False
Agent Service > Concepts > Tools > Azure AI Search,Overview,ai-foundry/agents/how-to/tools/azure-ai-search.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/azure-ai-search.md,False,aahi,how-to,Learn how to use Agents Azure AI Search tool.,,,False,True,True,3,"azureaifoundry, pythonsdk, azurecli",True,11,"content, .png, content, content, content, content, content, content, content, content, content, content",True
Agent Service > Concepts > Tools > Azure AI Search,How to use Azure AI Search,ai-foundry/agents/how-to/tools/azure-ai-search-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/azure-ai-search-samples.md,False,aahi,how-to,Learn how to ground Azure AI Agents using Azure AI Search.,selection-azure-ai-search,"portal, csharp, javascript, python, rest",False,True,False,0,,True,4,"content, .png, content, content, content",True
Agent Service > Concepts > Tools > Azure Functions,Overview,ai-foundry/agents/how-to/tools/azure-functions.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/azure-functions.md,False,aahi,how-to,Find code samples to enable Azure AI Agents to use Azure Functions.,,,False,True,False,0,,False,0,,True
Agent Service > Concepts > Tools > Azure Functions,How to use Azure Functions,ai-foundry/agents/how-to/tools/azure-functions-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/azure-functions-samples.md,False,aahi,how-to,Learn how to use Azure functions with Azure AI Agents.,selection-azure-functions-samples,"csharp, python, rest",False,True,False,0,,False,0,,False
Agent Service > Concepts > Tools > Code interpreter,Overview,ai-foundry/agents/how-to/tools/code-interpreter.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/code-interpreter.md,False,aahi,how-to,Learn how to use Azure AI Foundry Agent Service Code Interpreter,,,False,True,False,0,,False,0,,False
Agent Service > Concepts > Tools > Code interpreter,How to use code interpreter,ai-foundry/agents/how-to/tools/code-interpreter-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/code-interpreter-samples.md,False,aahi,how-to,Find code samples to enable code interpreter for Azure AI Agents.,selection-code-interpreter,"portal, csharp, javascript, python, rest-api",False,True,False,0,,True,3,"content, .png, content, content",True
Agent Service > Concepts > Tools > Deep Research (preview),Overview,ai-foundry/agents/how-to/tools/deep-research.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/deep-research.md,False,aahi,how-to,Learn how to use the deep research tool with agents.,,,False,True,False,0,,True,8,"content, .png, content, content, content, content, content, content, content",True
Agent Service > Concepts > Tools > Deep Research (preview),How to use Deep Research,ai-foundry/agents/how-to/tools/deep-research-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/deep-research-samples.md,False,aahi,how-to,Find code samples and instructions for using deep research in the Azure AI Foundry Agent Service.,selection-deep-research,"csharp, python, typescript",False,True,False,0,,True,6,"content, .png, content, content, content, content, content",False
Agent Service > Concepts > Tools > File search,Overview,ai-foundry/agents/how-to/tools/file-search.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/file-search.md,False,aahi,how-to,Learn how to use Agents file search.,,,False,True,False,0,,False,0,,False
Agent Service > Concepts > Tools > File search,How to upload files,ai-foundry/agents/how-to/tools/file-search-upload-files.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/file-search-upload-files.md,False,aahi,how-to,Find code samples and instructions for uploading files to Azure AI Foundry Agent Service.,selection-bing-grounding-code,"portal, csharp, javascript, python, rest",False,True,False,0,,True,3,"content, .png, content, content",True
Agent Service > Concepts > Tools,Function calling,ai-foundry/agents/how-to/tools/function-calling.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/function-calling.md,False,aahi,how-to,Learn how to use Azure AI Agents with function calling.,selection-function-calling,"csharp, javascript, python, rest",False,True,False,0,,False,0,,False
Agent Service > Concepts > Tools > Grounding with Bing Search,Overview,ai-foundry/agents/how-to/tools/bing-grounding.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/bing-grounding.md,False,aahi,how-to,Learn how to ground Azure AI Agents using Bing Search results.,,,False,True,False,0,,True,3,"content, .png, content, content",True
Agent Service > Concepts > Tools > Grounding with Bing Search,How to use Grounding with Bing Search,ai-foundry/agents/how-to/tools/bing-code-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/bing-code-samples.md,False,aahi,how-to,Find code samples to ground Azure AI Agents using Bing Search results.,selection-bing-grounding-code,"portal, csharp, javascript, python, rest",False,True,False,0,,True,4,"content, .png, content, content, content",True
Agent Service > Concepts > Tools > Grounding with Bing Custom Search (preview),Overview,ai-foundry/agents/how-to/tools/bing-custom-search.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/bing-custom-search.md,False,aahi,how-to,Learn how to ground Azure AI Agents using Custom Bing Search results.,,,False,True,False,0,,True,1,"content, .png",True
Agent Service > Concepts > Tools > Grounding with Bing Custom Search (preview),How to use Grounding with Bing Custom Search,ai-foundry/agents/how-to/tools/bing-custom-search-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/bing-custom-search-samples.md,False,aahi,how-to,Find samples to ground Azure AI Foundry Agents using Custom Bing Search results.,selection-bing-custom-grounding,"portal, python, rest",False,True,False,0,,True,4,"content, .png, content, content, content",True
Agent Service > Concepts > Tools,Logic apps,ai-foundry/agents/how-to/tools/logic-apps.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/logic-apps.md,False,aahi,how-to,Learn how to integrate Logic Apps with Azure AI Agents to execute tasks like sending emails.,selection-logic-apps,"portal, python",False,True,False,0,,True,3,"content, .png, content, content",True
Agent Service > Concepts > Tools,Microsoft Fabric (preview),ai-foundry/agents/how-to/tools/fabric.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/fabric.md,False,aahi,how-to,Learn how to perform data analytics in Azure AI Foundry Agents using Microsoft Fabric data agent.,selection-fabric-data-agent,"portal, python, rest",False,True,False,0,,True,4,"content, .png, content, content, content",True
Agent Service > Concepts > Tools > Model Context Protocol (preview),Overview,ai-foundry/agents/how-to/tools/model-context-protocol.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/model-context-protocol.md,False,aahi,how-to,Learn how to add MCP servers to Azure AI Foundry Agent Service.,,,False,True,False,0,,False,0,,True
Agent Service > Concepts > Tools > Model Context Protocol (preview),How to use Model Context Protocol,ai-foundry/agents/how-to/tools/model-context-protocol-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/model-context-protocol-samples.md,False,aahi,how-to,Find code samples to connect Azure AI Foundry Agent Service with MCP servers.,selection-mcp-code,"python, rest",False,True,False,0,,False,0,,False
Agent Service > Concepts > Tools > OpenAPI defined tools,Overview,ai-foundry/agents/how-to/tools/openapi-spec.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/openapi-spec.md,False,aahi,how-to,Learn how to use Azure AI Agents with OpenAPI Specified Tools.,,,False,True,False,0,,True,5,"content, .png, content, content, content, content",True
Agent Service > Concepts > Tools > OpenAPI defined tools,How to use OpenAPI defined tools,ai-foundry/agents/how-to/tools/openapi-spec-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/openapi-spec-samples.md,False,aahi,how-to,Find code samples to use OpenAPI tools with agents.,selection-openapi-function,"portal, csharp, javascript, python, rest-api",False,True,False,0,,True,3,"content, .png, content, content",True
Agent Service > Concepts > Tools > OpenAPI defined tools,Invoke an OpenAPI App Service web app,ai-foundry/agents//azure/app-service/invoke-openapi-web-app-from-azure-ai-agent-service?context=/azure/ai-services/agents/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents//azure/app-service/invoke-openapi-web-app-from-azure-ai-agent-service?context=/azure/ai-services/agents/context/context,False,,,,,,False,False,False,0,,False,0,,False
Agent Service > Concepts > Tools > SharePoint,Overview,ai-foundry/agents/how-to/tools/sharepoint.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/sharepoint.md,False,aahi,how-to,Learn how to ground Azure AI Agents using Microsoft SharePoint content.,,,False,True,False,0,,True,1,"content, .png",True
Agent Service > Concepts > Tools > SharePoint,How to use SharePoint,ai-foundry/agents/how-to/tools/sharepoint-samples.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/tools/sharepoint-samples.md,False,aahi,how-to,Find examples on how to ground agents with SharePoint.,selection-agent-sharepoint,"python, rest",False,True,False,0,,True,2,"content, .png, content",False
Agent Service > Concepts > Enterprise features,Use your own resources,ai-foundry/agents/how-to/use-your-own-resources.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/use-your-own-resources.md,False,aahi,how-to,Learn how to use resources that you already have with the Azure AI Foundry Agent Service.,,,False,True,False,0,,True,1,"content, .png",True
Agent Service > Concepts > Enterprise features,Content filtering,ai-services/openai/how-to/content-filters.md?context=/azure/ai-services/agents/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-services/openai/how-to/content-filters.md?context=/azure/ai-services/agents/context/context,False,,,,,,False,False,False,0,,False,0,,False
Agent Service > Concepts > Enterprise features,Use virtual networks,ai-foundry/agents/how-to/virtual-networks.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/virtual-networks.md,False,aahi,how-to,Learn how to use your own virtual network with the Azure AI Foundry Agent Service.,,,False,True,False,0,,True,1,"content, .png",False
Agent Service > Concepts > Enterprise features,Capability hosts,ai-foundry/agents/concepts/capability-hosts.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/concepts/capability-hosts.md,False,fosteramanda,conceptual,Learn how to create and delete capability hosts,,,False,True,False,0,,False,0,,True
Agent Service > Concepts > Multi-agent workflows,Connected agents,ai-foundry/agents/how-to/connected-agents.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/connected-agents.md,False,aahi,how-to,Learn how to create multi-agentic systems using connected agents in the Azure AI Foundry Agent Service.,selection-connected-agents,"portal, csharp, python",False,True,False,0,,True,2,"content, .png, content",True
Agent Service > Concepts > Multi-agent workflows,Processes,ai-foundry/agents//semantic-kernel/frameworks/process/process-framework,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents//semantic-kernel/frameworks/process/process-framework,False,,,,,,False,False,False,0,,False,0,,False
Agent Service > How-to,Trigger an agent using Logic Apps,ai-foundry/agents/how-to/triggers.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/triggers.md,False,aahi,how-to,Use this article to learn how to trigger an AI agent when an event occurs.,,,False,True,False,0,,True,3,"content, .png, content, content",True
Agent Service > How-to,Use the Visual Studio Code extension,ai-foundry/how-to/develop/vs-code-agents.md?context=/azure/ai-services/agents/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/vs-code-agents.md?context=/azure/ai-services/agents/context/context,False,johalexander,how-to,Use this article to learn how to use Azure AI Foundry Agent Service directly in VS Code.,,,False,True,False,0,,True,21,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",True
Agent Service > Observability,Service monitoring,ai-foundry/agents/how-to/metrics.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/how-to/metrics.md,False,aahi,conceptual,Start here to learn how to use Azure Monitor to capture and analyze metrics for your Azure AI Foundry Agent Service.,,,False,True,False,0,,True,1,"content, .png",False
Agent Service > Observability,Trace and observe agents,ai-foundry/agents/concepts/tracing.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/agents/concepts/tracing.md,False,aahi,conceptual,Learn how to trace your AI agent's executions for debugging and evaluation.,,,False,True,False,0,,True,4,"content, .png, content, content, content",False
Agent Service > Responsible AI,Transparency note,ai-foundry/responsible-ai/agents/transparency-note.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/agents/transparency-note.md,False,pafarley,article,Transparency Note for Azure Agents Service,,,False,True,False,0,,True,1,"content, .jpg",True
Agent Service > Responsible AI,"Data, privacy, and security For Azure AI Foundry Agent Service",ai-foundry/responsible-ai/agents/data-privacy-security.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/responsible-ai/agents/data-privacy-security.md,False,aahi,article,"This document details issues for data, privacy, and security for Azure AI Agent Service",,,False,True,False,0,,True,1,"content, .png",True
Solutions > Azure AI Search for RAG,Retrieval Augmented Generation (RAG) overview,ai-foundry/concepts/retrieval-augmented-generation.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/retrieval-augmented-generation.md,False,sgilley,concept-article,This article introduces retrieval augmented generation for use in generative AI applications.,,,False,True,False,0,,True,2,"content, .png, content",False
Solutions > Azure AI Search for RAG,Use Azure AI Search,ai-foundry/toc-files/solutions//azure/search/search-what-is-azure-search?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/toc-files/solutions//azure/search/search-what-is-azure-search?context=/azure/ai-foundry/context/context,False,,,,,,False,False,False,0,,False,0,,False
Solutions > Azure AI Search for RAG,Build and consume vector indexes (Portal),ai-foundry/how-to/index-add.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/index-add.md,False,ssalgado,how-to,Learn how to create and use a vector index for performing Retrieval Augmented Generation (RAG).,,,False,True,False,0,,True,7,"content, .png, content, content, content, content, content, content",True
Solutions > Azure AI Search for RAG,Build a RAG solution using Azure AI Search,ai-foundry/toc-files/solutions//azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/toc-files/solutions//azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,False,,,,,,False,False,False,0,,False,0,,False
Solutions > Develop with code,Set up your development environment,ai-foundry/how-to/develop/install-cli-sdk.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/install-cli-sdk.md,False,sgilley,how-to,Instructions for installing the Azure AI Foundry SDK and the Azure CLI,foundry-sdk-overview-languages,"programming-language-csharp, programming-language-java, programming-language-javascript, programming-language-python",False,True,False,0,,False,0,,False
Solutions > Develop with code,Work in VS Code (Preview),ai-foundry/how-to/develop/get-started-projects-vs-code.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/get-started-projects-vs-code.md,False,johalexander,how-to,Use this article to learn how to create projects and deploy Large Language Models using Azure AI Foundry capabilities directly in VS Code.,,,False,True,False,0,,True,29,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",True
Solutions > Develop with code,Use the Azure AI Foundry Agent Service in VS Code (Preview),ai-foundry/how-to/develop/vs-code-agents.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/vs-code-agents.md,False,johalexander,how-to,Use this article to learn how to use Azure AI Foundry Agent Service directly in VS Code.,,,False,True,False,0,,True,21,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",True
Solutions > Develop with code,Start with an AI template,ai-foundry/how-to/develop/ai-template-get-started.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/ai-template-get-started.md,False,sgilley,how-to,This article provides instructions on how to use an AI template to get started with Azure AI Foundry.,,,False,True,False,0,,False,0,,True
Solutions > Develop with code,Develop with LangChain,ai-foundry/how-to/develop/langchain.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/langchain.md,False,sgilley,how-to,This article explains how to use LangChain with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,,False,True,False,0,,True,1,"content, .png",True
Solutions > Develop with code,Develop with LlamaIndex,ai-foundry/how-to/develop/llama-index.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/llama-index.md,False,sgilley,how-to,This article explains how to use LlamaIndex with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,,False,True,False,0,,False,0,,False
Solutions > Develop with code,Develop with Semantic Kernel,ai-foundry/how-to/develop/semantic-kernel.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/semantic-kernel.md,False,lagayhar,how-to,Develop applications with Semantic Kernel and Azure AI Foundry.,,,False,True,False,0,,False,0,,True
Solutions > Develop with code > Quickstarts,Use the chat playground,ai-foundry/quickstarts/get-started-playground.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/quickstarts/get-started-playground.md,False,sgilley,quickstart,Use this article to learn how to deploy a chat model and use it in the chat playground in Azure AI Foundry portal.,,,False,True,False,0,,True,1,"content, .png",False
Solutions > Develop with code > In-depth tutorials > Build custom app with Azure AI Foundry SDK,Part 1: Set up project and install SDK,ai-foundry/tutorials/copilot-sdk-create-resources.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/tutorials/copilot-sdk-create-resources.md,False,sgilley,tutorial,"Build a custom chat app using the Azure AI Foundry SDK. Part 1 of a 3-part tutorial series, which shows how to create the resources you need for parts 2 and 3.",,,True,True,False,0,,True,2,"content, .png, content",True
Solutions > Develop with code > In-depth tutorials > Build custom app with Azure AI Foundry SDK,Part 2: Build with data retrieval,ai-foundry/tutorials/copilot-sdk-build-rag.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/tutorials/copilot-sdk-build-rag.md,False,sgilley,tutorial,Learn how to build a RAG-based chat app using the Azure AI Foundry SDK. This tutorial is part 2 of a 3-part tutorial series.,,,True,True,False,0,,True,1,"content, .png",True
Solutions > Develop with code > In-depth tutorials > Build custom app with Azure AI Foundry SDK,Part 3: Evaluate the chat app,ai-foundry/tutorials/copilot-sdk-evaluate.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/tutorials/copilot-sdk-evaluate.md,False,sgilley,tutorial,Evaluate and deploy a custom chat app with the prompt flow SDK. This tutorial is part 3 of a 3-part tutorial series.,,,True,True,False,0,,True,2,"content, .png, content",True
Solutions > Develop with code > In-depth tutorials,Get started with DeepSeek-R1 reasoning model,ai-foundry/foundry-models/tutorials/get-started-deepseek-r1.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/foundry-models/tutorials/get-started-deepseek-r1.md,False,mopeakande,tutorial,Learn about the reasoning capabilities of DeepSeek-R1 in Azure AI Foundry Models.,,,False,True,False,0,,True,6,"content, .png, content, content, content, content, content",True
Solutions > Develop with code > In-depth tutorials,Deploy an enterprise chat web app,ai-foundry/tutorials/deploy-chat-web-app.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/tutorials/deploy-chat-web-app.md,False,sgilley,tutorial,Use this article to deploy an enterprise chat web app in the Azure AI Foundry portal playground.,,,True,True,False,0,,True,6,"content, .png, content, content, content, content, content",True
Solutions > Develop with code > In-depth tutorials,Build a RAG solution using Azure AI Search,ai-foundry/toc-files/solutions//azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/toc-files/solutions//azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,False,,,,,,False,False,False,0,,False,0,,False
Observability,Observability basics,ai-foundry/concepts/observability.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/observability.md,False,lagayhar,concept-article,"Learn how Azure AI Foundry enables safe, high-quality generative AI through systematic evaluation and observability tools.",,,False,True,False,0,,True,2,"content, .png, content",False
Observability > Supported evaluators,General purpose evaluators,ai-foundry/concepts/evaluation-evaluators/general-purpose-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/general-purpose-evaluators.md,False,lagayhar,reference,"Learn about general-purpose evaluators for generative AI, including coherence, fluency, and question-answering composite evaluation.",,,False,True,False,0,,False,0,,False
Observability > Supported evaluators,Textual similarity evaluators,ai-foundry/concepts/evaluation-evaluators/textual-similarity-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/textual-similarity-evaluators.md,False,lagayhar,reference,"Learn about textual similarity evaluators for generative AI, including semantic similarity, F1 score, BLEU, GLEU, ROUGE, and METEOR metrics.",,,False,True,False,0,,False,0,,False
Observability > Supported evaluators,Retrieval Augmented Generation (RAG) evaluators,ai-foundry/concepts/evaluation-evaluators/rag-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/rag-evaluators.md,False,lagayhar,reference,"Learn about Retrieval-augmented Generation (RAG) evaluators for assessing relevance, groundedness, and response completeness in generative AI systems.",,,False,True,False,0,,False,0,,False
Observability > Supported evaluators,Risk and safety evaluators,ai-foundry/concepts/evaluation-evaluators/risk-safety-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/risk-safety-evaluators.md,False,lagayhar,reference,"Learn about risk and safety evaluators for generative AI, including tools for assessing content safety, jailbreak vulnerabilities, and code security risks.",,,False,True,False,0,,False,0,,False
Observability > Supported evaluators,Agent evaluators,ai-foundry/concepts/evaluation-evaluators/agent-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/agent-evaluators.md,False,lagayhar,reference,"Learn how to evaluate Azure AI agents using intent resolution, tool call accuracy, and task adherence evaluators.",,,False,True,False,0,,False,0,,False
Observability > Supported evaluators,Azure OpenAI evaluators,ai-foundry/concepts/evaluation-evaluators/azure-openai-graders.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/azure-openai-graders.md,False,lagayhar,reference,"Learn about Azure OpenAI Graders for evaluating AI model outputs, including label grading, string checking, text similarity, and custom grading.",,,False,True,False,0,,False,0,,False
Observability > Supported evaluators,Custom evaluators,ai-foundry/concepts/evaluation-evaluators/custom-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/evaluation-evaluators/custom-evaluators.md,False,lagayhar,reference,Learn how to create custom evaluators for your AI applications using code-based or prompt-based approaches.,,,False,True,False,0,,False,0,,False
Observability > Batch evaluations,Generate synthetic and simulated data for evaluation,ai-foundry/how-to/develop/simulator-interaction-data.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/simulator-interaction-data.md,False,lagayhar,how-to,This article provides instructions on how to generate synthetic data to run simulations to evaluate the performance and safety of your generative AI application.,,,False,True,False,0,,False,0,,False
Observability > Batch evaluations,Run evaluations locally (Azure AI Evaluation SDK),ai-foundry/how-to/develop/evaluate-sdk.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/evaluate-sdk.md,False,lagayhar,how-to,This article provides instructions on how to evaluate a generative AI application with the Azure AI Evaluation SDK.,,,False,True,False,0,,False,0,,True
Observability > Batch evaluations,Run evaluations in the cloud (Azure AI Foundry SDK),ai-foundry/how-to/develop/cloud-evaluation.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/cloud-evaluation.md,False,lagayhar,how-to,This article provides instructions on how to evaluate a generative AI application in the cloud.,,,False,True,False,0,,False,0,,True
Observability > Batch evaluations,Run agent evaluations locally (Azure AI Evaluation SDK),ai-foundry/how-to/develop/agent-evaluate-sdk.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/agent-evaluate-sdk.md,False,lagayhar,how-to,This article provides instructions on how to evaluate an AI agent with the Azure AI Evaluation SDK.,,,False,True,False,0,,False,0,,False
Observability > Batch evaluations,Run evaluations from the portal,ai-foundry/how-to/evaluate-generative-ai-app.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/evaluate-generative-ai-app.md,False,lagayhar,how-to,Evaluate your generative AI models and applications by using Azure AI Foundry.,,,False,True,False,0,,True,15,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content",True
Observability > Batch evaluations,View evaluation results in the portal,ai-foundry/how-to/evaluate-results.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/evaluate-results.md,False,lagayhar,how-to,This article provides instructions on how to view evaluation results in the Azure AI Foundry portal.,,,False,True,False,0,,True,19,"content, .png, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content, content",False
Observability > Batch evaluations,Create and configure storage account for evaluation,ai-foundry/how-to/evaluations-storage-account.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/evaluations-storage-account.md,False,lagayhar,how-to,Learn how to create and configure your storage account for Azure AI Foundry evaluations.,,,False,True,False,0,,True,3,"content, .png, content, content",True
Observability > AI red teaming,AI red teaming agent overview,ai-foundry/concepts/ai-red-teaming-agent.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/concepts/ai-red-teaming-agent.md,False,lagayhar,how-to,This article provides conceptual overview of the AI Red Teaming Agent.,,,False,True,False,0,,True,2,"content, .png, content",False
Observability > AI red teaming,Run red teaming scans locally (Azure AI Evaluation SDK),ai-foundry/how-to/develop/run-scans-ai-red-teaming-agent.md,https://learn.microsoft.com/azure/ai-foundry/ai-foundry/how-to/develop/run-scans-ai-red-teaming-agent.md,False,lagayhar,how-to,This article provides instructions on how to use the AI Red Teaming Agent to run a local automated scan of a Generative AI application with the Azure AI Evaluation SDK.,,,False,True,False,0,,False,0,,False
